id,exact_match,norm_levenshtein,token_f1,rouge_l_f1,answer_accuracy,bleu,rouge1_f1,rouge2_f1,rougeL_f1,bert_precision,bert_recall,bert_f1,cosine_similarity
25,0.0,0.23293172690763053,0.20353982300884957,0.06303724928366762,0.0,0.12121212121212123,0.5227963525835866,0.18960244648318042,0.31610942249240126,0.6480697989463806,0.725786030292511,0.684729814529419,0.4655553698539734
26,0.0,0.33596837944664026,0.4565217391304348,0.19469026548672566,1.0,0.3018867924528302,0.7605633802816902,0.5714285714285714,0.6338028169014085,0.7622175812721252,0.7723574638366699,0.767254114151001,0.7541060447692871
27,0.0,0.17101226993865026,0.20055710306406682,0.12476606363069245,0.0,0.12142857142857144,0.40773286467486825,0.24691358024691362,0.2952548330404219,0.557634711265564,0.7305245399475098,0.6324774622917175,0.7148089408874512
28,0.0,0.3178807947019867,0.4666666666666667,0.5440613026819924,0.0,0.34294353187351595,0.5894736842105264,0.5161290322580646,0.5894736842105264,0.7632719278335571,0.7581002712249756,0.7606772780418396,0.7397017478942871
29,0.0,0.3993808049535603,0.4912280701754387,0.19961612284069097,0.0,0.3472222222222222,0.7071823204419889,0.5139664804469274,0.5966850828729282,0.8335480690002441,0.8688202500343323,0.8508188128471375,0.8595504760742188
30,0.0,0.19032258064516128,0.24390243902439027,0.21393034825870647,0.0,0.0467516131597739,0.39215686274509803,0.18543046357615894,0.27450980392156865,0.6376234889030457,0.644456148147583,0.6410216093063354,0.5512630939483643
31,0.0,0.2665330661322646,0.25766871165644173,0.12589413447782546,0.0,0.15833333333333333,0.5384615384615384,0.3009708737864078,0.37500000000000006,0.7484503984451294,0.8087884187698364,0.7774505019187927,0.8892777562141418
32,0.0,0.28610354223433243,0.3442622950819672,0.1728395061728395,0.0,0.1625,0.5443786982248521,0.2874251497005988,0.40236686390532544,0.7322824001312256,0.7897512912750244,0.7599319219589233,0.735405683517456
33,0.0,0.2170940170940171,0.19047619047619047,0.1095890410958904,0.0,0.08450704225352113,0.3949579831932773,0.16949152542372883,0.3025210084033613,0.7014618515968323,0.7437971830368042,0.7220094203948975,0.7630742788314819
34,0.0,0.39120879120879126,0.4242424242424242,0.10673443456162643,0.0,0.2871287128712871,0.6844106463878328,0.4444444444444445,0.4790874524714829,0.7969537377357483,0.8456627130508423,0.8205860257148743,0.851697564125061
35,0.0,0.3915343915343915,0.39705882352941174,0.48932676518883417,0.0,0.18556701030927836,0.5964912280701754,0.3431952662721893,0.4678362573099415,0.8154146075248718,0.8599220514297485,0.8370771408081055,0.9058313965797424
36,0.0,0.12318840579710144,0.07142857142857142,0.17522658610271905,0.0,0.008152440795673243,0.15217391304347827,0.0,0.13043478260869568,0.7661065459251404,0.6910324692726135,0.7266355752944946,0.6121385097503662
37,0.0,0.2468085106382979,0.2696629213483146,0.5150812064965197,0.0,0.2222222222222222,0.6165413533834587,0.4580152671755725,0.5714285714285715,0.8046414852142334,0.7631912231445312,0.7833684086799622,0.8000624179840088
38,0.0,0.4340277777777778,0.2857142857142857,0.17424242424242425,0.0,0.10256410256410255,0.757142857142857,0.4782608695652174,0.6428571428571429,0.8154996633529663,0.8260413408279419,0.8207366466522217,0.8160707950592041
39,0.0,0.24120603015075381,0.2469135802469136,0.2411764705882353,0.0,0.1818673055181012,0.4705882352941176,0.24,0.29411764705882354,0.7144449353218079,0.70358806848526,0.7089749574661255,0.7236764430999756
40,0.0,0.19999999999999996,0.30172413793103453,0.09495548961424333,0.0,0.1744186046511628,0.4227129337539432,0.26031746031746034,0.2586750788643533,0.7360888719558716,0.749393105506897,0.7426814436912537,0.7408919334411621
41,0.0,0.3275862068965517,0.3055555555555555,0.22826086956521738,0.0,0.27578028205768607,0.5892857142857143,0.43636363636363634,0.4464285714285714,0.7537751197814941,0.7167739868164062,0.7348091006278992,0.7373752593994141
42,0.0,0.18721461187214616,0.07547169811320754,0.3176895306859206,1.0,0.0027772491345605765,0.3132530120481928,0.2222222222222222,0.2891566265060241,0.870363712310791,0.7366341352462769,0.7979346513748169,0.9047516584396362
43,0.0,0.19370460048426152,0.1875,0.1140819964349376,0.0,0.1122448979591837,0.32487309644670054,0.1435897435897436,0.27411167512690354,0.7099664211273193,0.7794978618621826,0.7431092262268066,0.8476589918136597
44,0.0,0.1450053705692803,0.20746887966804978,0.10091743119266056,0.0,0.11330049261083745,0.3076923076923077,0.22164948453608244,0.2717948717948718,0.6654452681541443,0.7593690752983093,0.7093114852905273,0.8055011034011841
45,0.0,0.24701195219123506,0.3218390804597701,0.4372093023255814,0.0,0.24811287343615074,0.5648854961832062,0.43410852713178294,0.5190839694656489,0.7529272437095642,0.7381985783576965,0.7454901337623596,0.7524975538253784
46,0.0,0.18352059925093633,0.29357798165137616,0.29601518026565465,0.0,0.19642857142857142,0.6144578313253013,0.4512195121951219,0.4216867469879518,0.7980822324752808,0.8070164918899536,0.8025244474411011,0.7784477472305298
47,0.0,0.3321678321678322,0.4,0.25691699604743085,0.0,0.3783783783783784,0.5789473684210527,0.33333333333333337,0.4605263157894737,0.8853709101676941,0.8493033647537231,0.866962194442749,0.8500758409500122
48,0.0,0.3296296296296296,0.20000000000000004,0.208,0.0,0.1714285714285714,0.7313432835820896,0.4545454545454545,0.5671641791044777,0.8423518538475037,0.8575836420059204,0.8498995900154114,0.7646816968917847
49,0.0,0.2137404580152672,0.09999999999999999,0.3076923076923077,0.0,0.05555555555555554,0.6551724137931035,0.5,0.4827586206896552,0.8073087930679321,0.7711087465286255,0.788793683052063,0.8469659090042114
50,0.0,0.13024757804090414,0.18103448275862066,0.08608058608058608,0.0,0.08163265306122448,0.2915451895043732,0.1524926686217009,0.18658892128279883,0.6742271184921265,0.785470187664032,0.7256097793579102,0.7853135466575623
51,0.0,0.16791044776119401,0.07547169811320754,0.036308623298033284,0.0,0.02409638554216868,0.2823529411764706,0.11904761904761905,0.21176470588235297,0.7310271263122559,0.7894273400306702,0.7591057419776917,0.7811788320541382
52,0.0,0.15538461538461534,0.1139240506329114,0.15517241379310345,0.0,0.056451612903225805,0.33755274261603374,0.18723404255319148,0.2109704641350211,0.7263054847717285,0.8160520195960999,0.768567681312561,0.7650995850563049
